country,club,player,playerShort,birthday,height,weight,position,games,victories,ties,defeats,goals,yellowCards,yellowReds,redCards,pos_cat
England,Liverpool FC (R),Péter Gulácsi,peter-gulacsi,06.05.1990,190,75,Goalkeeper,106,65,11,30,0,2,0,0,Defender
England,West Bromwich Albion,Peter Odemwingie,peter-odemwingie,15.07.1981,182,75,Center Forward,387,156,106,125,105,43,1,2,Forward
England,Chelsea FC,Petr Čech,petr-cech,20.05.1982,197,87,Goalkeeper,665,385,140,140,0,9,0,1,Defender
Germany,Hamburger SV,Petr Jiráček,petr-jiracek,02.03.1986,180,77,Left Midfielder,187,85,44,58,18,24,0,1,Midfielder
France,FC Sochaux,Petrus Boumal,petrus-boumal,20.04.1993,175,75,Center Midfielder,10,1,5,4,0,1,1,0,Midfielder
England,Sunderland AFC,Phil Bardsley,phil-bardsley,28.06.1985,180,73,Right Fullback,278,100,63,115,12,56,3,0,Defender
England,Everton FC,Phil Jagielka,phil-jagielka,17.08.1982,180,83,Center Back,509,241,131,137,27,25,0,2,Defender
England,Manchester United,Phil Jones,phil-jones,21.02.1992,180,71,Center Back,160,84,36,40,5,24,0,0,Defender
England,Everton FC,Phil Neville,phil-neville,21.01.1977,180,75,Right Fullback,701,392,155,154,12,111,2,1,Defender
Germany,Werder Bremen,Philipp Bargfrede,philipp-bargfrede,03.03.1989,174,71,Defensive Midfielder,153,61,37,55,5,34,1,0,Midfielder
Germany,1. FC Nürnberg,Philipp Klement,philipp-klement,09.09.1992,174,69,Center Midfielder,119,54,28,37,25,4,0,0,Midfielder
Germany,Bayern München,Philipp Lahm,philipp-lahm,11.11.1983,170,66,Left Fullback,615,397,108,110,20,46,0,0,Defender
Germany,Bayer Leverkusen,Philipp Wollscheid,philipp-wollscheid,06.03.1989,194,88,Center Back,191,89,33,69,10,28,0,0,Defender
England,Fulham FC,Philippe Senderos,philippe-senderos,14.02.1985,190,84,Center Back,274,133,67,74,12,45,1,2,Defender
France,FC Sochaux,Pierrick Cros,pierrick-cros,23.06.1991,185,75,Goalkeeper,31,7,5,19,0,0,0,0,Defender
Spain,RCD Mallorca,Pina,pina,14.10.1987,185,78,Center Midfielder,120,44,31,45,3,30,0,0,Midfielder
Spain,FC Barcelona,Pinto,pinto,08.11.1975,185,82,Goalkeeper,229,110,46,73,0,17,0,1,Defender
Spain,Sevilla FC,Piotr Trochowski,piotr-trochowski,22.03.1984,168,73,Attacking Midfielder,422,208,96,118,53,37,1,0,Midfielder
Spain,FC Barcelona,Piqué,pique,02.02.1987,192,85,Center Back,381,269,71,41,29,77,4,4,Defender
Germany,Eintracht Frankfurt,Pirmin Schwegler,pirmin-schwegler,09.03.1987,178,68,Defensive Midfielder,260,113,57,90,8,50,1,1,Midfielder
England,Wigan Athletic,Piscu,piscu,25.02.1987,184,77,Center Back,59,19,12,28,1,12,0,1,Defender
Spain,Rayo Vallecano,Piti,piti,26.05.1981,174,69,Attacking Midfielder,210,81,47,82,53,46,0,0,Midfielder
Spain,Deportivo La Coruña,Pizzi,pizzi,06.10.1989,172,66,Left Winger,131,37,41,53,21,14,2,0,Forward
Spain,Real Betis,Pozuelo,pozuelo,20.09.1991,170,63,Attacking Midfielder,69,23,14,32,5,3,1,0,Midfielder
Germany,Werder Bremen,Predrag Stevanović,predrag-stevanovic,03.03.1991,178,63,Attacking Midfielder,69,21,20,28,12,3,0,0,Midfielder
Spain,Atlético Madrid,Pulido,pulido_4,08.04.1991,181,72,missing,53,24,5,24,0,21,0,0,Missing
Spain,CA Osasuna,Puñal,punal,06.09.1975,179,73,Defensive Midfielder,442,146,111,185,24,144,3,3,Midfielder
Spain,FC Barcelona,Puyol,puyol,13.04.1978,178,80,Center Back,656,422,134,100,20,119,2,1,Defender
France,ESTAC Troyes,Quentin Othon,quentin-othon,27.03.1988,163,63,missing,147,48,39,60,1,17,0,0,Missing
France,Stade Reims,Quentin Pereira,quentin-pereira,21.04.1992,174,66,missing,6,4,2,0,0,0,0,0,Missing
Spain,Atlético Madrid,Radamel Falcao,radamel-falcao,10.02.1986,177,72,Center Forward,344,192,75,77,210,54,0,2,Forward
England,Queens Park Rangers,Radek Černý,radek-cerny,18.02.1974,190,85,missing,166,61,45,60,0,3,0,1,Missing
Germany,1. FSV Mainz 05,Radoslav Zabavník,radoslav-zabavnik,16.09.1980,180,78,Left Fullback,203,74,56,73,2,46,1,0,Defender
Spain,Getafe CF,Rafa,rafa_2,09.04.1985,183,72,Left Fullback,162,52,41,69,4,46,2,1,Defender
France,FC Sochaux,Rafaël Dias,rafael-dias_2,29.01.1991,180,71,Attacking Midfielder,46,14,12,20,3,4,0,0,Midfielder
Germany,Hamburger SV,Rafael van der Vaart,rafael-van-der-vaart,11.02.1983,176,74,Attacking Midfielder,572,319,118,135,185,78,1,4,Midfielder
England,Manchester United,Rafael,rafael_5,09.07.1990,173,80,Right Fullback,169,112,26,31,7,33,2,1,Defender
France,Olympique Marseille,Rafidine Abdullah,rafidine-abdullah,15.01.1994,179,75,missing,33,16,8,9,0,3,0,0,Missing
Germany,Bayern München,Rafinha,rafinha,07.09.1985,172,68,Right Fullback,340,200,62,78,16,80,2,2,Defender
Spain,FC Barcelona,Rafinha,rafinha_4,12.02.1993,172,65,Attacking Midfielder,121,45,30,46,23,20,0,1,Midfielder
Germany,FC Augsburg,Ragnar Klavan,ragnar-klavan,30.10.1985,185,79,Center Back,351,126,77,148,8,38,0,2,Defender
England,Liverpool FC,Raheem Sterling,raheem-sterling,08.12.1994,170,69,Right Midfielder,89,51,15,23,16,9,0,0,Midfielder
Germany,FC Schalke 04,Ralf Fährmann,ralf-faehrmann,27.09.1988,196,93,Goalkeeper,115,54,20,41,0,3,0,2,Defender
Spain,Athletic Bilbao,Ramalho,ramalho_4,10.06.1993,181,68,Center Back,43,19,12,12,0,2,1,0,Defender
England,Chelsea FC,Ramires,ramires,24.03.1987,180,64,Center Midfielder,363,212,66,85,51,85,7,1,Midfielder
England,Wigan Athletic,Ramis,ramis,25.10.1984,188,82,Center Back,212,76,48,88,14,38,2,2,Defender
Germany,VfB Stuttgart,Rani Khedira,rani-khedira,27.01.1994,188,83,Defensive Midfielder,88,33,19,36,2,14,0,0,Midfielder
Spain,CA Osasuna,Raoul Loé,raoul-loe,31.01.1989,192,83,Defensive Midfielder,57,15,14,28,2,10,1,0,Midfielder
Germany,VfB Stuttgart,Raphael Holzhauser,raphael-holzhauser,16.02.1993,193,85,Center Midfielder,158,65,39,54,30,18,0,1,Midfielder
Germany,1. FC Nürnberg,Raphael Schäfer,raphael-schaefer,30.01.1979,190,92,Goalkeeper,379,143,89,147,0,31,0,0,Defender
England,West Ham United,Raphael Spiegel,raphael-spiegel,19.12.1992,196,88,Goalkeeper,20,6,1,13,0,2,0,0,Defender
Spain,Real Madrid,Raphaël Varane,raphael-varane,25.04.1993,191,78,Center Back,106,65,19,22,9,5,0,0,Defender
Germany,Werder Bremen,Raphael Wolf,raphael-wolf,06.06.1988,190,86,Goalkeeper,164,44,41,79,0,3,0,1,Defender
Germany,VfL Wolfsburg,Rasmus Jönsson,rasmus-joensson,27.01.1990,192,70,Center Forward,165,94,26,45,40,7,0,0,Forward
Spain,Real Madrid,Raúl Albiol,raul-albiol,04.09.1985,190,82,Center Back,392,242,71,79,10,68,1,3,Defender
France,OGC Nice,Raúl Fernández,raul-fernandez_2,06.10.1985,184,79,Goalkeeper,151,66,45,40,0,9,0,0,Defender
Spain,Atlético Madrid,Raúl García,raul-garcia,11.07.1986,183,81,Attacking Midfielder,403,212,84,107,59,106,3,3,Midfielder
Spain,Espanyol Barcelona,Raúl Rodríguez,raul-rodriguez_2,22.09.1987,183,74,Center Back,89,23,25,41,0,12,0,1,Defender
Spain,Athletic Bilbao,Raúl,raul_10,13.03.1988,196,86,Goalkeeper,20,5,11,4,0,1,0,0,Defender
Spain,Málaga CF,Recio,recio_2,11.01.1991,183,74,Left Midfielder,90,37,15,38,6,18,1,0,Midfielder
France,Valenciennes FC,Rémi Gomis,remi-gomis,14.02.1984,180,74,Defensive Midfielder,186,56,62,68,8,28,1,0,Midfielder
France,FC Lorient,Rémi Mulumba,remi-mulumba,02.11.1992,178,70,Defensive Midfielder,45,17,16,12,0,7,1,0,Midfielder
France,Montpellier HSC,Rémy Cabella,remy-cabella,08.03.1990,171,62,Attacking Midfielder,131,49,37,45,29,16,0,0,Midfielder
France,Olympique Lyon,Rémy Vercoutre,remy-vercoutre,26.06.1980,184,72,Goalkeeper,116,58,27,31,0,9,2,0,Defender
France,OGC Nice,Renato Civelli,renato-civelli,14.10.1983,191,87,Center Back,311,121,93,97,24,71,2,7,Defender
France,AS Saint-Étienne,Renaud Cohade,renaud-cohade,29.09.1984,180,78,Defensive Midfielder,254,94,80,80,23,32,2,0,Midfielder
Germany,Hamburger SV,René Adler,rene-adler,15.01.1985,191,87,Goalkeeper,286,123,56,107,0,17,0,0,Defender
Germany,FC Schalke 04,René Klingenburg,rene-klingenburg,29.12.1993,185,80,Attacking Midfielder,90,53,18,19,11,9,0,3,Midfielder
Spain,Sevilla FC,Reyes,reyes,01.09.1983,176,73,Left Midfielder,509,246,122,141,81,75,5,5,Midfielder
Spain,Real Madrid,Ricardo Carvalho,ricardo-carvalho,18.05.1978,182,79,Center Back,427,281,87,59,19,82,3,1,Defender
Spain,Valencia CF,Ricardo Costa,ricardo-costa,16.05.1981,183,80,Center Back,246,102,64,80,21,50,7,4,Defender
France,AC Ajaccio,Ricardo Faty,ricardo-faty,04.08.1986,192,77,Defensive Midfielder,176,66,46,64,10,40,2,1,Midfielder
Germany,VfL Wolfsburg,Ricardo Rodríguez,ricardo-rodriguez,25.08.1992,180,77,Left Fullback,148,69,34,45,9,8,1,0,Defender
England,West Ham United,Ricardo Vaz Tê,ricardo-vaz-te,01.10.1986,188,79,Left Winger,187,64,46,77,42,13,0,0,Forward
England,Southampton FC,Richard Chaplow,richard-chaplow,02.02.1985,175,57,missing,311,138,71,102,29,38,1,1,Missing
England,Aston Villa,Richard Dunne,richard-dunne,21.09.1979,188,95,Center Back,593,224,157,212,16,94,6,6,Defender
France,Stade Brest,Richard Soumah,richard-soumah,06.10.1986,177,69,missing,110,21,36,53,6,22,3,2,Missing
Germany,Werder Bremen,Richard Strebinger,richard-strebinger,14.02.1993,194,90,Goalkeeper,83,37,13,33,0,6,1,2,Defender
England,Manchester City,Richard Wright,richard-wright,05.11.1977,189,87,missing,217,92,53,72,0,1,0,0,Missing
England,Southampton FC,Rickie Lambert,rickie-lambert,16.02.1982,188,77,Center Forward,249,122,58,69,145,12,0,1,Forward
Spain,CA Osasuna,Riesgo,riesgo,06.10.1983,185,76,Goalkeeper,139,35,37,67,0,9,0,1,Defender
Spain,Deportivo La Coruña,Riki,riki,11.08.1980,187,84,Center Forward,304,113,75,116,67,39,3,0,Forward
France,ESTAC Troyes,Rincón,rincon_4,31.05.1987,188,80,missing,146,51,41,54,4,14,2,3,Missing
England,Manchester United,Rio Ferdinand,rio-ferdinand,07.11.1978,189,82,Center Back,726,431,146,149,16,51,1,0,Defender
France,Lille OSC,Rio Mavuba,rio-mavuba,08.03.1984,171,64,Defensive Midfielder,412,192,126,94,7,43,0,1,Midfielder
England,Newcastle United,Rob Elliot,rob-elliot,30.04.1986,188,92,Goalkeeper,124,44,38,42,0,10,1,0,Defender
Germany,Eintracht Frankfurt,Rob Friend,rob-friend,23.01.1981,195,94,Center Forward,221,88,48,85,52,24,1,0,Forward
Germany,Fortuna Düsseldorf,Robbie Kruse,robbie-kruse,05.10.1988,179,70,Right Midfielder,169,73,44,52,30,25,0,0,Midfielder
Germany,Fortuna Düsseldorf,Robert Almer,robert-almer,20.03.1984,194,88,Goalkeeper,112,52,24,36,0,1,0,0,Defender
England,Queens Park Rangers,Robert Green,robert-green,19.01.1980,188,77,Goalkeeper,504,197,119,188,0,4,0,2,Defender
England,Birmingham City,Robert Hall,robert-hall,20.10.1993,173,66,missing,60,20,18,22,5,5,0,0,Missing
England,Stoke City,Robert Huth,robert-huth,18.08.1984,187,80,Center Back,333,134,87,112,25,69,1,2,Defender
Germany,Borussia Dortmund,Robert Lewandowski,robert-lewandowski,21.08.1988,184,78,Center Forward,318,180,72,66,157,31,0,1,Forward
Germany,1. FC Nürnberg,Róbert Mak,robert-mak,08.03.1991,179,75,Right Winger,109,34,27,48,17,9,0,0,Forward
England,Norwich City,Robert Snodgrass,robert-snodgrass,07.09.1987,183,77,missing,271,94,68,109,61,42,2,0,Missing
Germany,Hamburger SV,Robert Tesche,robert-tesche,27.05.1987,182,78,Defensive Midfielder,186,69,46,71,17,16,1,2,Midfielder
Germany,SpVgg Greuther Fürth,Robert Zillner,robert-zillner,04.08.1985,183,74,Left Midfielder,169,78,33,58,18,26,3,0,Midfielder
Germany,1899 Hoffenheim,Roberto Firmino,roberto-firmino,02.10.1991,180,76,Attacking Midfielder,116,37,30,49,38,19,0,0,Midfielder
Spain,Celta Vigo,Roberto Lago,roberto-lago,30.08.1985,178,76,Left Midfielder,190,74,45,71,6,37,5,0,Midfielder
Spain,Granada CF,Roberto,roberto_11,25.01.1979,181,78,Goalkeeper,148,55,35,58,0,24,0,1,Defender
Spain,Real Zaragoza,Roberto,roberto_5,10.02.1986,192,76,Goalkeeper,178,87,26,65,0,16,0,0,Defender
Germany,VfL Wolfsburg,Robin Knoche,robin-knoche,22.05.1992,177,77,missing,160,89,35,36,7,8,1,0,Missing
England,Manchester United,Robin van Persie,robin-van-persie,06.08.1983,183,71,Right Winger,509,305,110,94,236,72,2,3,Forward
France,Olympique Marseille,Rod Fanni,rod-fanni,06.12.1981,186,78,Right Fullback,354,133,107,114,7,41,0,4,Defender
Spain,Deportivo La Coruña,Roderick Miranda,roderick-miranda,30.03.1991,192,85,Center Back,71,30,16,25,0,19,1,0,Defender
Germany,Bor. Mönchengladbach,Roel Brouwers,roel-brouwers,28.11.1981,192,81,Center Back,289,120,75,94,23,46,3,4,Defender
Spain,CA Osasuna,Roland Lamah,roland-lamah,31.12.1987,180,71,Left Midfielder,217,66,63,88,29,24,2,0,Midfielder
France,Stade Rennes,Romain Alessandrini,romain-alessandrini,03.04.1989,173,70,Right Midfielder,118,42,40,36,38,20,0,1,Midfielder
England,Newcastle United,Romain Amalfitano,romain-amalfitano,27.08.1989,173,65,missing,89,35,32,22,8,5,0,0,Missing
France,Stade Rennes,Romain Danzé,romain-danze,03.07.1986,184,71,Right Midfielder,241,104,68,69,8,21,0,0,Midfielder
France,OGC Nice,Romain Genevois,romain-genevois,28.10.1987,180,66,Right Fullback,161,63,41,57,9,21,1,1,Defender
France,AS Nancy,Romain Grange,romain-grange,21.07.1988,177,71,Center Midfielder,121,41,28,52,13,7,0,4,Midfielder
France,AS Saint-Étienne,Romain Hamouma,romain-hamouma,29.03.1987,177,74,Right Midfielder,169,57,58,54,37,30,0,0,Midfielder
France,Montpellier HSC,Romain Pitau,romain-pitau,08.08.1977,178,70,Defensive Midfielder,351,129,104,118,7,59,1,1,Midfielder
England,Wigan Athletic,Román Golobart,roman-golobart,21.03.1992,193,89,Center Back,47,21,11,15,4,14,2,0,Defender
Germany,FC Schalke 04,Roman Neustädter,roman-neustaedter,18.02.1988,190,83,Center Back,262,139,54,69,18,29,2,0,Defender
Germany,Borussia Dortmund,Roman Weidenfeller,roman-weidenfeller,06.08.1980,188,85,Goalkeeper,414,206,95,113,0,29,0,3,Defender
Spain,Real Zaragoza,Romaric,romaric,04.06.1983,187,88,Defensive Midfielder,365,143,87,135,45,64,1,3,Midfielder
England,West Bromwich Albion,Romelu Lukaku,romelu-lukaku,13.05.1993,193,95,Center Forward,211,103,45,63,79,12,1,0,Forward
Germany,Hannover 96,Ron-Robert Zieler,ron-robert-zieler,12.02.1989,188,83,Goalkeeper,174,74,39,61,0,10,0,1,Defender
England,Aston Villa,Ron Vlaar,ron-vlaar,16.02.1985,189,80,Center Back,249,118,60,71,12,27,1,0,Defender
France,Paris Saint-Germain,Ronan Le Crom,ronan-le-crom,13.07.1974,186,77,Goalkeeper,168,50,43,75,0,2,0,2,Defender
England,Wigan Athletic,Ronnie Stam,ronnie-stam,18.06.1984,175,62,Right Fullback,301,127,69,105,8,35,1,1,Defender
Germany,Fortuna Düsseldorf,Ronny Garbuschewski,ronny-garbuschewski,23.02.1986,178,75,Right Midfielder,222,106,55,61,45,30,2,1,Midfielder
Germany,FC Augsburg,Ronny Philp,ronny-philp,28.01.1989,183,78,Right Fullback,140,57,32,51,4,20,1,0,Defender
Spain,Málaga CF,Roque Santa Cruz,roque-santa-cruz,16.08.1981,191,83,Center Forward,533,250,133,150,134,17,0,0,Forward
England,Stoke City,Rory Delap,rory-delap,06.07.1976,183,81,Center Midfielder,494,171,133,190,26,57,2,4,Midfielder
England,Everton FC,Ross Barkley,ross-barkley,05.12.1993,189,NA,missing,88,39,19,30,11,9,0,0,Missing
England,Chelsea FC,Ross Turnbull,ross-turnbull,04.01.1985,193,85,Goalkeeper,116,31,31,54,0,5,0,1,Defender
France,FC Sochaux,Roy Contout,roy-contout,11.02.1985,174,62,Center Forward,232,68,72,92,25,26,0,0,Forward
Spain,CA Osasuna,Rubén,ruben,29.01.1982,187,83,Center Back,173,59,47,67,7,42,3,0,Defender
Spain,Real Betis,Rubén Castro,ruben-castro,27.06.1981,172,69,Right Winger,349,121,88,140,126,29,0,1,Forward
Spain,Levante UD,Rubén García,ruben-garcia_3,14.07.1993,171,72,Right Midfielder,81,33,18,30,7,14,0,0,Midfielder
Spain,RCD Mallorca,Rubén Miño,ruben-mino,18.01.1989,190,87,Goalkeeper,61,19,16,26,0,5,0,0,Defender
Spain,Real Sociedad,Rubén Pardo,ruben-pardo,22.10.1992,182,68,Center Midfielder,95,45,24,26,4,11,0,0,Midfielder
Spain,Real Valladolid,Rubén Peña,ruben-pena,18.07.1991,172,70,Right Midfielder,34,15,11,8,2,6,0,0,Midfielder
Spain,Real Betis,Rubén Pérez,ruben-perez_2,26.04.1989,178,72,Defensive Midfielder,111,37,34,40,1,46,1,0,Midfielder
France,Valenciennes FC,Rudy Mater,rudy-mater,13.10.1980,178,70,Right Fullback,235,75,66,94,6,55,2,0,Defender
Spain,Espanyol Barcelona,Rui Fonte,rui-fonte,23.04.1990,181,73,Center Forward,85,26,23,36,8,11,0,0,Forward
England,Norwich City,Russell Martin,russell-martin,04.01.1986,183,74,missing,222,89,55,78,12,18,0,0,Missing
France,FC Sochaux,Ryad Boudebouz,ryad-boudebouz,19.02.1990,172,59,Right Midfielder,214,64,57,93,29,15,1,0,Midfielder
England,Norwich City,Ryan Bennett,ryan-bennett,06.03.1990,183,78,missing,160,59,27,74,9,23,0,1,Missing
England,Chelsea FC,Ryan Bertrand,ryan-bertrand,05.08.1989,179,85,Left Fullback,224,88,61,75,4,31,0,0,Defender
England,Southampton FC,Ryan Dickson,ryan-dickson_2,14.12.1986,178,72,Left Fullback,118,43,29,46,5,9,0,2,Defender
England,Tottenham Hotspur (R),Ryan Mason,ryan-mason,13.06.1991,175,71,Attacking Midfielder,79,23,22,34,12,8,0,0,Midfielder
England,Liverpool FC,Ryan McLaughlin,ryan-mclaughlin_2,30.09.1994,183,75,Right Fullback,16,4,2,10,2,1,0,0,Defender
France,Lille OSC,Ryan Mendes,ryan-mendes,08.01.1990,175,73,missing,120,35,44,41,24,14,1,0,Missing
England,Queens Park Rangers,Ryan Nelsen,ryan-nelsen,18.10.1977,188,84,Center Back,276,102,73,101,16,29,2,1,Defender
England,Stoke City,Ryan Shawcross,ryan-shawcross,04.10.1987,183,76,Center Back,286,109,77,100,20,59,2,2,Defender
England,Stoke City,Ryan Shotton,ryan-shotton,30.09.1988,191,85,missing,115,43,32,40,4,27,1,2,Missing
England,Newcastle United,Ryan Taylor,ryan-taylor,19.08.1984,173,65,missing,168,80,38,50,19,33,0,2,Missing
England,Manchester United,Ryan Tunnicliffe,ryan-tunnicliffe,30.12.1992,183,90,Right Midfielder,70,24,19,27,0,1,0,0,Midfielder
England,Wigan Athletic,Ryo Miyaichi,ryo-miyaichi,14.12.1992,183,71,missing,42,22,6,14,4,0,0,0,Missing
France,Évian Thonon Gaillard,Saber Khelifa,saber-khelifa,14.10.1986,183,73,Center Forward,142,54,33,55,34,11,0,2,Forward
England,Peterborough United,Saido Berahino,saido-berahino,04.08.1993,180,82,missing,81,23,21,37,28,3,0,0,Missing
France,AS Nancy,Salif Sané,salif-sane,25.08.1990,194,78,missing,96,28,28,40,7,21,1,0,Missing
France,SC Bastia,Salim Moizini,salim-moizini,17.10.1985,175,60,missing,54,15,13,26,1,3,0,0,Missing
France,Lille OSC,Salomon Kalou,salomon-kalou,05.08.1985,184,77,Left Winger,454,273,99,82,148,22,0,0,Forward
Spain,Valencia CF,Salva Ruiz,salva-ruiz,17.05.1995,175,70,Left Fullback,18,6,4,8,0,1,0,0,Defender
Spain,Real Betis,Salva Sevilla,salva-sevilla,18.03.1984,178,70,Attacking Midfielder,189,72,48,69,30,42,1,0,Midfielder
France,Paris Saint-Germain,Salvatore Sirigu,salvatore-sirigu,12.01.1987,190,80,Goalkeeper,230,127,48,55,0,10,0,0,Defender
England,Southampton FC,Sam Hoskins,sam-hoskins,04.02.1993,173,NA,missing,46,14,5,27,3,4,0,0,Missing
England,Manchester United,Sam Johnstone,sam-johnstone,25.03.1993,191,85,Goalkeeper,48,11,18,19,0,4,0,0,Defender
England,Walsall FC,Sam Mantom,sam-mantom,20.02.1992,175,70,Center Midfielder,105,35,36,34,12,3,0,1,Midfielder
England,Queens Park Rangers,Samba Diakité,samba-diakite,24.01.1989,186,76,Right Fullback,81,23,20,38,1,24,2,1,Defender
France,SC Bastia,Sambou Yatabaré,sambou-yatabare,03.02.1989,190,82,Center Midfielder,119,42,33,44,6,37,1,2,Midfielder
England,Liverpool FC,Samed Yesil,samed-yesil,25.05.1994,178,NA,Center Forward,55,34,8,13,35,12,0,0,Forward
Spain,Real Madrid,Sami Khedira,sami-khedira,04.04.1987,189,85,Center Midfielder,354,216,68,70,36,50,1,0,Midfielder
England,Aston Villa,Samir Carruthers,samir-carruthers,04.04.1993,173,70,missing,44,14,10,20,5,7,2,0,Missing
England,Manchester City,Samir Nasri,samir-nasri,26.06.1987,177,75,Attacking Midfielder,444,234,102,108,65,36,0,1,Midfielder
England,Newcastle United,Sammy Ameobi,sammy-ameobi,01.05.1992,190,NA,Left Winger,60,16,15,29,4,5,1,0,Forward
France,AC Ajaccio,Samuel Bouhours,samuel-bouhours,26.06.1987,182,75,Left Fullback,139,42,46,51,0,26,1,4,Defender
France,Olympique Lyon,Samuel Umtiti,samuel-umtiti,14.11.1993,182,70,missing,96,46,25,25,4,15,1,1,Missing
Spain,Celta Vigo,Samuel,samuel_8,26.04.1985,187,83,Center Back,152,68,36,48,8,33,1,2,Defender
Spain,Espanyol Barcelona,Samuele Longo,samuele-longo,12.01.1992,184,78,missing,42,17,8,17,6,7,1,0,Missing
Spain,Athletic Bilbao,San José,san-jose_2,30.05.1989,186,77,Center Back,180,84,37,59,20,44,0,1,Defender
England,Tottenham Hotspur,Sandro,sandro_10,15.03.1989,187,75,Defensive Midfielder,198,104,41,53,10,42,0,0,Midfielder
France,FC Sochaux,Sanjin Prcić,sanjin-prcic,20.11.1993,181,73,missing,41,15,8,18,4,7,0,0,Missing
England,Arsenal FC,Santi Cazorla,santi-cazorla,13.12.1984,168,66,Right Midfielder,467,256,98,113,76,39,0,0,Midfielder
Germany,FC Augsburg,Sascha Mölders,sascha-moelders,20.03.1985,185,79,Center Forward,247,89,58,100,121,17,0,0,Forward
England,Fulham FC,Sascha Riether,sascha-riether,23.03.1983,174,70,Defensive Midfielder,417,169,89,159,13,43,0,0,Midfielder
Germany,Hannover 96,Sascha Schünemann,sascha-schuenemann,20.02.1992,179,72,Center Midfielder,116,55,21,40,5,14,1,4,Midfielder
Spain,Real Valladolid,Sastre,sastre_5,26.03.1986,175,71,Attacking Midfielder,153,43,51,59,2,43,0,0,Midfielder
Spain,Deportivo La Coruña,Saúl,saul,09.04.1985,176,70,Right Midfielder,135,45,40,50,15,15,1,0,Midfielder
Spain,Atlético Madrid,Saúl,saul_4,21.11.1994,181,70,missing,67,37,7,23,3,19,1,0,Missing
England,Tottenham Hotspur,Scott Parker,scott-parker,13.10.1980,175,69,Center Midfielder,465,180,113,172,30,101,3,2,Midfielder
England,Manchester City,Scott Sinclair,scott-sinclair,25.03.1989,177,64,Left Winger,215,86,52,77,47,5,0,0,Forward
England,Manchester United,Scott Wootton,scott-wootton,12.09.1991,184,NA,Center Back,63,24,10,29,3,10,0,0,Defender
Germany,FC Schalke 04,Sead Kolasinac,sead-kolasinac,20.06.1993,183,82,Left Fullback,116,70,23,23,15,25,0,0,Defender
England,Everton FC,Seamus Coleman,seamus-coleman,11.08.1988,193,69,missing,184,84,50,50,17,23,1,0,Missing
England,Carlisle United,Sean McGinty,sean-mcginty,11.08.1993,185,NA,Center Back,21,5,3,13,0,3,1,0,Defender
England,Reading FC,Sean Morrison,sean-morrison,08.01.1991,185,78,Center Back,102,35,29,38,12,12,0,1,Defender
Germany,Bayer Leverkusen,Sebastian Boenisch,sebastian-boenisch,01.02.1987,191,85,Left Fullback,188,90,51,47,6,22,1,1,Defender
England,Liverpool FC,Sebastián Coates,sebastian-coates,07.10.1990,196,85,Center Back,124,77,22,25,7,26,1,0,Defender
Spain,Málaga CF,Sebastián Fernández,sebastian-fernandez,23.05.1985,168,69,Center Forward,201,82,48,71,33,19,0,2,Forward
Germany,SC Freiburg,Sebastian Freis,sebastian-freis,23.04.1985,183,78,Center Forward,268,98,65,105,54,14,0,0,Forward
Germany,Eintracht Frankfurt,Sebastian Jung,sebastian-jung,22.06.1990,179,72,Right Fullback,238,103,61,74,11,17,0,0,Defender
Germany,Borussia Dortmund,Sebastian Kehl,sebastian-kehl,13.02.1980,188,80,Defensive Midfielder,459,236,107,116,35,89,3,3,Midfielder
Germany,FC Augsburg,Sebastian Langkamp,sebastian-langkamp,15.01.1988,190,85,Center Back,182,56,48,78,12,39,1,1,Defender
England,Sunderland AFC,Sebastian Larsson,sebastian-larsson,06.06.1985,178,70,Right Midfielder,397,166,95,136,42,58,0,0,Midfielder
Germany,Werder Bremen,Sebastian Mielitz,sebastian-mielitz,18.07.1989,188,73,Goalkeeper,124,40,28,56,0,3,0,0,Defender
Germany,1. FC Nürnberg,Sebastian Polter,sebastian-polter,01.04.1991,190,88,Center Forward,152,66,37,49,44,19,1,2,Forward
Germany,Werder Bremen,Sebastian Prödl,sebastian-proedl,21.06.1987,194,85,Center Back,247,95,53,99,18,38,1,1,Defender
Germany,Eintracht Frankfurt,Sebastian Rode,sebastian-rode,11.10.1990,179,67,Defensive Midfielder,150,62,39,49,7,21,0,1,Midfielder
Germany,1899 Hoffenheim,Sebastian Rudy,sebastian-rudy,28.02.1990,177,72,Defensive Midfielder,208,82,58,68,21,37,0,0,Midfielder
Germany,SpVgg Greuther Fürth,Sebastian Tyrała,sebastian-tyrala,22.02.1988,172,78,Attacking Midfielder,171,59,35,77,22,25,2,1,Midfielder
England,Norwich City,Sébastien Bassong,sebastien-bassong,09.07.1986,187,84,Center Back,231,66,67,98,6,17,1,3,Defender
France,FC Sochaux,Sébastien Corchia,sebastien-corchia,01.11.1990,175,65,Right Fullback,199,66,53,80,8,21,2,0,Defender
France,ESTAC Troyes,Sébastien Grax,sebastien-grax,23.06.1984,178,74,missing,143,39,44,60,25,15,0,2,Missing
France,AS Nancy,Sébastien Puygrenier,sebastien-puygrenier,28.01.1982,186,64,Center Back,256,85,82,89,25,57,1,3,Defender
France,FC Sochaux,Sébastien Roudet,sebastien-roudet,16.06.1981,180,67,Attacking Midfielder,281,88,79,114,27,34,0,2,Midfielder
